"name1","name2","street1","street2","city","state","zip","zip4","county","phone","intake_prompt","intake1","intake2","website","latitude","longitude","type_facility","mh","psy","rtcc","rtca","ores","ph","omh","cmhc","msmh","ipt","cft","gt","cbt","dbt","bmt","idd","tt","at","ect","tele","smon","smpd","smop","hi","res","phdt","op","vamc","sma","osg","lmg","tbg","ih","sf","md","mc","si","pi","mi","smha","swfs","scjj","sef","osf","clf","csbg","cmhg","vaf","cit","wi","ss","pa","ah","sp","co","gl","vet","adm","mf","cj","se","hv","trma","sed","smi","alz","ptsd","tbi","tay","ped","act","icm","cm","cdm","peer","coot","dec","es","fpsy","hs","imr","ipc","lad","nrt","nsc","prs","stu","sps","semp","sh","tpc","tcc","vrs","chld","yad","adlt","snr","itu","pvtp","pvtn","fqhc","vo","sumh","ccbhc","chlor","drope","fluph","halop","loxap","perph","pimoz","proch","thiot","thior","trifl","aripi","asena","brexp","carip","cloza","ilope","luras","olanz","olanzf","palip","queti","rispe","zipra","crt","emdr","kit","tms","peon","peoff","fg","pcf","dv","pefp","hivt","shb","shc","stdt","tbs","aot","ptm","msnh","f17","f19","f25","f28","f30","f31","f35","f36","f37","f4","f42","f43","f47","f66","f67","f70","f81","f92","n13","n18","n23","n24","n40"
"Dinwiddie Counseling Services","","13900 Courthouse Road","Suite C","Dinwiddie","VA","23841","","Dinwiddie","804-469-3746","","","","http://d19csb.com","37.0807326","-77.5850965","MH","1","","","","","","","1","","","","","","","","","","","","","","1","","","","","1","","1","","","","","1","1","1","","","","1","1","","","","1","1","1","","1","","1","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Dominion Outpatient Services","","2004 Bremo Road","Suite 201","Richmond","VA","23226","","Richmond City","804-272-2000","","","","http://www.dominionyouthservices.com","37.5902472","-77.5081465","MH","1","","","","","","1","","","1","1","1","1","1","1","1","1","1","","","","1","","","","","1","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","1","1","","","","","","","","","","","","1","","","","","","1","1","1","1","","","1","","","","","","","","","1","","","","","","1","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"First Home Care","Richmond","5516 Falmouth Street","Suite 202","Richmond","VA","23230","","Henrico","804-358-8737","","","800-516-1918","http://www.firsthomecare.com","37.6015755","-77.5077866","MH","1","","","","","","","1","","1","1","","1","","1","1","1","1","","1","","1","","","","","1","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","1","1","","1","","","","","1","","1","","","","","","","1","1","1","","1","","","","","","1","","","1","","","1","","","","","","","","","1","","","1","","","1","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Virginia Family Services","","4912 West Marshall Street","Suite C","Richmond","VA","23230","","Henrico","804-313-6767","","","","http://www.virginiafamilyservices.com","37.5848523","-77.4951446","MH","1","","","","","","","1","","1","1","","1","","","","","","","1","","1","","","","","1","","","","","","","1","1","","1","","","1","","1","","1","","","","","","","","","","","1","1","","","1","1","1","1","1","1","1","","1","","1","1","","","1","","","","","","1","","","","","","","","","","","","","","","1","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brunswick Behavioral Health Center","Southside Community Services Board","2087 Lawrenceville Plank Road","","Lawrenceville","VA","23868","","Brunswick","434-848-4121","","","","http://www.sscsb.org","36.7665465","-77.8305805","MH","1","","","","","","","1","","1","1","1","","","","1","","","","1","","1","","","","","1","","","","1","","","1","1","1","1","1","1","1","","","","1","1","1","1","","1","1","1","","","","1","","","","","","","","","","","","","","","","","","1","","1","1","","","","","","","","","","","1","1","","","","","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Hunter Holmes McGuire VAMC","Mental Hygiene (116A)","1201 Broad Rock Boulevard","","Richmond","VA","23249","","Richmond City","804-675-5116","","804-675-5411","","http://www.richmond.va.gov/","37.4979658","-77.4667912","MH","1","","","","","","","","","1","1","1","1","","","1","1","1","","1","","1","","1","","","1","1","","","","","","","","","","","","","","","","","","","","1","","1","","","","","1","","1","","1","","1","","1","","1","","1","1","","","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","","1","1","","1","1","1","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Retreat Doctors Hospital","Behavioral Health Unit","2621 Grove Avenue","","Richmond","VA","23220","","Richmond City","804-200-1880","","","","http://www.hcaretreatdoctorshospital.com","37.5536884","-77.4729309","MH","1","1","","","","","","","","","","1","","","","1","1","1","","","1","","","1","","","","","","","","","","1","1","1","1","1","1","1","","","","1","1","1","1","","1","1","","","1","","","","","","","","","","","","","","","","","","","1","1","1","","","","","","","1","","","1","1","","1","1","","","","1","","","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Henrico Area Mental Health and","Developmental Services","10299 Woodman Road","","Glen Allen","VA","23060","","Henrico","804-727-8500","","804-727-8515","","http://henrico.us/mhds/","37.6539616","-77.493552","MH","1","","","","","","","1","","1","1","1","1","","","1","1","","","1","","1","","","","","1","","","","1","","","1","1","1","","1","1","1","","1","","1","1","1","1","","1","1","","1","1","1","1","","","","","1","","","","1","1","","","","","","1","1","1","","1","1","1","","","1","1","1","","","","","1","1","1","1","","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","",""
"All Care Family Services","","101 Cowardin Avenue","Suite 101-B","Richmond","VA","23225","","Richmond City","804-859-3244","","","","http://www.allcarefamilyservices.org","37.5196436","-77.4489737","MH","1","","","","","","","1","","1","1","1","1","","1","1","1","","","1","","1","","","","1","1","","","","","","","1","1","","","","","1","1","1","","1","1","","","","","","","","","","1","1","1","","","1","1","1","","1","1","","1","1","1","","","","","","","","","1","1","1","","","","","","1","","","","","","","","1","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Richmond Behavioral Health Authority","","107 South 5th Street","","Richmond","VA","23219","3825","Richmond City","804-819-4000","","","","http://www.rbha.org","37.539087","-77.4407049","MH","1","","","","","","","","","1","","","1","1","","1","","","","","","1","","","1","1","1","","","","1","","","1","1","1","","","","1","","","","1","1","1","1","","1","1","1","","1","1","1","","1","","","1","1","1","","1","1","","","","","","1","1","1","1","","","1","","","1","","","","","","1","1","1","","1","","","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"VCU Medical Center","Department of Psychiatry","501 North 2nd Street","","Richmond","VA","23219","","Richmond City","804-828-1467","","804-828-2000","","http://www.vcuhealth.org/services/psychiatry/psychiatry","37.5465056","-77.4380034","MH","1","1","","","","","","","","1","1","1","1","1","","","1","1","1","1","1","","","1","","","1","","","1","","","","1","1","1","1","1","1","1","","1","","","1","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","1","1","","1","1","","","","1","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Hanover Cnty Community Services Board","","12300 Washington Highway","","Ashland","VA","23005","","Hanover","804-365-4222","","","","http://www.hanovercounty.gov/","37.7441924","-77.4704383","MH","1","","","","","","","1","","1","1","1","1","","","1","1","","","","","1","","","","","1","","","","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","","","","","","","","","1","1","","","","1","","1","","1","","1","1","","","1","","","","","","","1","","","1","","","","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Health Connect America","","35 Southgate Court","Unit 101","Harrisonburg","VA","22801","","Harrisonburg City","540-440-7027","","","","http://www.healthconnectamerica.com","38.4120303","-78.8989196","MH","1","","","","","","1","","","1","1","1","1","","1","1","1","1","","1","","1","","","","","1","","","","","","","1","1","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","1","","","","","","","1","","","1","","","1","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Bon Secours Richmond Community Hosp","","1500 North 28th Street","","Richmond","VA","23223","","Richmond City","804-225-1701","Intakes","804-287-7836","804-281-8266","http://bonsecours.com/","37.5401504","-77.4070141","MH","1","1","","","","","","","","1","1","1","1","1","1","","","1","1","","1","","","1","","","1","","","","","","","1","1","1","","1","1","1","","","","","","","1","","1","1","1","","1","","1","","","","","","","","","","1","","","","","","","","1","","1","","","","1","","","","","1","1","","1","1","","","","1","","","1","1","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Colonial Heights Counseling Services","","3660 Boulevard","Suite A","Colonial Heights","VA","23834","1345","Colonial Heights City","804-520-7210","","","","http://d19csb.com","37.281468","-77.412301","MH","1","","","","","","","1","","","","","","","","","","","","","","1","","","","","1","","1","","","","","1","1","1","","","","1","1","","","","1","1","1","","1","","1","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"District 19 Community Services Board","","20 West Bank Street","","Petersburg","VA","23803","","Petersburg City","804-862-8002","","","","http://d19csb.com","37.2313949","-77.4054209","MH","1","","","","","","","1","","","","1","1","","1","1","1","","","1","1","","","","","","1","","1","","","","","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","1","1","","","","","1","1","1","","1","1","","","","1","","1","1","1","1","1","1","1","","1","","1","","","","1","1","1","1","1","1","","","","1","1","1","1","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Blue Ridge Behavioral Healthcare","Rita J Gliniecki Recovery Center","3003 Hollins Road NE","","Roanoke","VA","24012","","Roanoke City","540-344-6208","","","","http://www.brbh.org","37.302614","-79.924956","MH","1","","","1","","","","","","1","","1","1","","","1","1","1","","","1","","","","1","","1","","","","1","","","1","1","1","1","1","1","","","","","1","1","1","","","1","","1","1","","","1","","","","","","1","","","","1","","","","","","1","","","","1","","1","","","","","","","1","","","1","1","","","","1","","","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Henrico Area MH/Developmental Services","East Outpatient Center","3908 Nine Mile Road","","Richmond","VA","23223","","Richmond City","804-727-8100","","804-727-8515","","http://www.co.henrico.va.us/mhds/","37.541741","-77.3805871","MH","1","","","","","","","1","","1","1","1","1","","","1","1","","","1","","1","","","","","1","","","","1","","","1","1","1","","1","1","1","","1","","1","1","1","1","","","","1","1","1","1","1","","","","","","","","","1","1","","","","1","","1","1","1","","1","1","1","","","","1","1","","","","","1","1","1","","","1","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","1","","","","","","","","","","","","","","","","","",""
"Danville Pittsylvania Community Servs","","245 Hairston Street","","Danville","VA","24540","","Danville City","434-799-0456","","","","http://www.dpcs.org","36.5971182","-79.4162761","MH","1","","","","","","1","","","1","1","1","1","","1","1","1","","","1","1","","","","","","1","","","","1","","","1","1","1","1","1","","1","1","1","","1","1","1","1","","1","1","1","","1","","1","","","","","","1","","","1","1","","","","","","1","","1","","1","1","","","1","1","","","","","","1","1","1","1","1","","","1","1","1","1","1","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"LewisGale Hospital Alleghany","Senior Transitions Unit","1 ARH Lane","","Low Moor","VA","24457","","Alleghany","540-862-6713","","877-886-7026 x2","","http://www.lewisgale.com/service/senior-transitions-behavioral-health","37.7919344","-79.8809581","MH","1","1","","","","","","","","1","","1","","","","","","1","","","1","","","1","","","","","","","","","","1","1","1","1","1","1","","","","","","","","","","1","","","","1","","1","","","","","","1","","1","","1","1","1","","","","","","1","","","","","1","","","","","","1","1","","1","1","","","","1","","","","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Harrisonburg/Rockingham","Comm Services Board/Arbor House","1353 North Main Street","","Harrisonburg","VA","22802","","Harrisonburg City","540-438-7170","Intakes","540-434-1766","540-434-1941","http://www.hrcsb.org","38.4621166","-78.8529331","MH","1","","","1","","","","","","1","","1","1","1","","","1","1","","","","1","","","1","","","","","","1","","","1","1","","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","1","","1","","","1","","","","1","","","","","","","","","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Harrisonburg/Rockingham","Community Services Board","1241 North Main Street","","Harrisonburg","VA","22802","","Harrisonburg City","540-434-1941","","","","http://www.hrcsb.org/","38.4621078","-78.853398","MH","1","","","","","","1","","","1","1","1","1","","","1","1","","","","","1","","","","","1","","","","1","","","1","1","1","1","1","1","1","1","1","","1","1","","1","1","1","1","1","","1","1","1","","","","","","","","1","","1","","","","","","","","1","","","1","","","","","","","","","","1","1","1","","","","","","","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Blue Ridge Behavioral Healthcare","","611 McDowell Avenue NW","","Roanoke","VA","24016","","Roanoke City","540-266-9200","","540-343-3007","","http://www.brbh.org","37.2825806","-79.9492923","MH","1","","","","","","1","","","1","1","1","1","","1","1","1","","","1","","1","","","","1","1","","","","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","","","","","","","","","","","","","","","","","","","1","1","","","1","","1","","","","","","","","","","1","","","","","","1","1","1","1","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Mental Wellness Now LLC","","1363 North Main Street","","Harrisonburg","VA","22802","","Harrisonburg City","540-246-8155","","","","http://www.mentalwellnessnow.com","38.4623826","-78.852442","MH","1","","","","","","1","","","1","1","1","1","1","1","1","1","1","","1","1","","","","","","1","","","","","","","1","1","","1","1","1","","1","1","1","1","1","1","1","1","1","","","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","","","","1","","1","1","","","1","","","","1","","1","","","","1","1","1","1","1","1","1","1","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Family Service of Roanoke Valley","","360 Campbell Avenue SW","","Roanoke","VA","24016","","Roanoke","540-795-4670","","540-795-4653","","http://fsrv.org","37.2710848","-79.948343","MH","1","","","","","","1","","","1","1","1","1","","","","1","1","","","1","","","","","","1","","","","","","","1","1","1","1","1","1","1","1","1","","1","1","","","","","","1","","1","","","","","","","","1","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","1","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Carilion Roanoke Memorial Hospital","Dept of Psych/Behavioral Medicine","2017 Jefferson Street SW","1st Floor, Administrative Suite","Roanoke","VA","24014","","Roanoke City","540-981-8597","","800-284-8898","","http://www.carilionclinic.org/","37.2503669","-79.9446846","MH","1","1","","","","","","","","1","1","1","1","","","","1","1","1","1","1","","","1","","","1","","","","","","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","","1","","1","","1","","","","1","","","","","1","1","","1","","","","","","","1","1","1","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Intercept True North Health Clinic","","5673 Airport Road","","Roanoke","VA","24012","","Roanoke City","540-523-8080 x1","","","","http://www.intercepttruenorth.com","37.3238269","-79.9609746","MH","1","","","","","","1","","","1","1","1","","","1","1","1","","","1","","1","","","","","1","","","","","","","1","1","1","1","1","","1","1","1","1","1","1","1","1","","1","","","","1","","1","1","","","","","","","1","","1","","1","","1","","","","","","","1","","","1","","","","","","","","1","1","","","","1","","1","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"EHS Support Services","","601 Campbell Avenue SW","","Roanoke","VA","24016","3531","Roanoke City","540-339-9195","","540-793-4678","","http://www.ehssupportservices.com/","37.2712748","-79.9525772","MH","1","","","","","","1","","","1","","1","1","1","1","1","","","","","","1","","","","","1","","","","","","","1","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","","","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Family Preservation Services","Roanoke Office","5369 Peters Creek Road","","Roanoke","VA","24019","","Roanoke","540-344-9501","","","","http://fpscorp.com/","37.3347182","-79.9750786","MH","1","","","","","","","1","","1","1","","1","","1","","1","","","","","1","","","","","1","","","","","","","1","1","1","","1","","1","1","","","","","","","","1","","","","","","1","","","","","","1","","1","1","1","","1","","1","1","","","","","","1","","","1","","","","","","","","","","","","1","","","1","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Williamsville Wellness","","8505 Bell Creek Road","Building K","Mechanicsville","VA","23116","","Hanover","804-559-9959 x307","","","","http://williamsvillewellness.com","37.640003","-77.353814","MH","1","","","","","","","","","1","","1","1","1","1","1","1","","","","","1","","","","1","1","","","","","","","1","1","","","1","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","1","","","1","1","1","","","","","","","","1","","","","","","","","","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"Southern Virginia MH Institute","","382 Taylor Drive","","Danville","VA","24541","","Danville City","434-799-6220","","","","http://www.svmhi.dbhds.virginia.gov","36.5549396","-79.4102572","MH","1","1","","","","","","","","1","","1","1","1","1","1","","1","","","1","","","1","","","","","1","","","","","1","1","1","1","1","1","1","","","","","","","","","1","","","","","","1","","","","","1","","","","","","","","","","","","","1","1","","","1","","1","","1","1","","1","1","1","1","","","","","1","","","1","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Piedmont Community Services","Franklin County Satellite Clinic","30 Technology Drive","","Rocky Mount","VA","24151","","Franklin","540-483-0582","","","","http://www.piedmontcsb.org","37.0154819","-79.8928121","MH","1","","","","","","","1","","1","","1","1","","","1","1","","","1","1","","","","","","1","","","","1","","","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","","","","","","","","","","1","1","","","1","","","","","","1","","1","1","","","","","","","","","","","1","1","","","","","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Transformed Support Services","","3959 Electric Road","Suite 190","Roanoke","VA","24018","","Roanoke","540-685-2582","","","","http://TransformedSupportServices.com","37.223285","-79.985558","MH","1","","","","","","","","","1","","1","1","1","1","1","1","1","","1","","1","","","","1","1","","","","","","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","","1","1","","","1","1","1","","","","1","1","1","","1","","1","","","","","","1","","1","1","1","1","1","1","1","","1","","","","","1","","1","","","","","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"Family Insight","Roanoke","3433 Brambleton Avenue","Suite 201-A","Roanoke","VA","24018","","Roanoke","540-266-7550","","","540-283-0013","http://familyinsight.net","37.2384864","-79.9996439","MH","1","","","","","","","1","","1","1","","1","","1","","1","","","","","1","","","","","1","","","","","","","1","1","","1","1","1","1","1","1","","","1","","","","1","","","1","","","1","1","1","","1","1","","","1","1","1","","1","","1","","","","","","","1","","","1","","","","","","","","","","","","","","","1","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Thriveworks Counseling","","3235 Electric Road","Suite 1-A","Roanoke","VA","24018","6404","Roanoke","540-788-5090","","","","http://thriveworks.com/roanoke-therapy","37.2288058","-80.0079447","MH","1","","","","","","1","","","1","1","1","1","1","1","1","1","1","","1","","1","","","","","1","","","","","","","1","","1","","1","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","","1","","1","1","","","","","","","","","","1","","1","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Veterans Affairs Medical Center","Mental Health Service","1970 Roanoke Boulevard","","Salem","VA","24153","6404","Salem","540-982-2463","","540-982-2463 x2611","","http://www.va.gov/","37.27452","-80.019886","MH","1","","","","","","","","","","1","","","","1","","1","","1","1","","1","","1","1","1","1","1","","","","","","1","1","1","1","1","1","","","","","","","","","1","1","1","","","1","","1","1","1","1","","","1","1","1","","","1","1","1","","1","1","1","","1","1","1","1","1","","1","1","1","","1","1","1","1","1","1","","","1","","","1","1","1","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Braley and Thompson","","2965 Colonnade Drive","Suite 130","Roanoke","VA","24018","","Roanoke","540-989-7175","","540-989-1703","","http://braleyandthompson.com","37.2339854","-80.0151688","MH","1","","","","","","1","","","1","1","1","1","","1","1","1","1","","1","","1","","","","","1","","","","","","","1","1","1","1","1","","","","1","","1","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","1","","","1","","","1","","","","","","","","","","1","1","1","","1","1","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"LewisGale Medical Center","Behavioral Health","1902 Braeburn Drive","","Salem","VA","24153","","Salem","540-772-2801","Intakes","540-776-1100","800-541-9992","http://lewisgale.com","37.2643745","-80.0277786","MH","1","1","","","","","","","","1","1","1","1","1","1","","1","1","1","1","1","","","1","","1","1","","","","","","","1","1","1","1","1","1","1","1","","","","1","","","","","","","","1","","1","","","","","","","","1","","1","","","","","","","","","1","","","1","","1","","","1","","1","1","","1","1","","","","1","","1","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Hopewell/Prince George Csl Servs","","4910 Prince George Drive","","Prince George","VA","23875","","Prince George","804-541-8660","","","","http://d19csb.com","37.246631","-77.273711","MH","1","","","","","","1","","","","","1","1","","","","","","","1","","1","","","","","1","","","","1","","","1","1","1","1","1","1","","","","","","1","1","1","","1","1","","","","","1","","","","","","1","1","1","1","1","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Family Preservation Services","Covington Office","221 North Monroe Avenue","","Covington","VA","24426","","Covington City","540-962-5049","","","","http://www.fpscorp.com","37.793272","-79.9941628","MH","1","","","","","","1","","","1","1","1","1","","1","","1","","","","","1","","","","","1","","","","","","","1","1","","","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Alleghany Clubhouse","","421 West Riverside","","Covington","VA","24426","","Covington City","540-965-7673","Intakes","504-965-2100 x140","540-965-6537","http://ahcsb.org/","37.791585","-79.9981339","MH","1","","","","","","1","","","1","","1","1","","","1","1","1","","","","1","","","","1","","","","","1","","","1","1","1","","1","","1","1","1","","1","1","1","1","1","1","","","","","","1","","1","","","","1","","1","","1","","1","","1","1","","","","","1","1","1","1","","","1","","","1","","1","1","1","1","","","1","1","","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Rappahannock Area Comm Servs Board","Caroline County Clinic","19254 Rogers Clark Boulevard","","Ruther Glen","VA","22546","","Caroline","804-633-9997 x230","","540-373-3223","","http://www.rappahannockareacsb.org","37.9977082","-77.4172582","MH","1","","","","","","1","","","1","1","1","1","1","1","1","1","","","1","1","","","","","","1","","","","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","","","","","","1","","1","1","1","","","","1","","","1","1","","","1","1","","1","","","","","","","","1","1","","","","1","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Rappahannock Area Comm Servs Board","Spotsylvania Clinic","7424 Brock Road","","Spotsylvania","VA","22553","","Spotsylvania","540-582-3980","","","","http://www.rappahannockareacsb.org","38.2024504","-77.5928801","MH","1","","","","","","1","","","1","1","1","1","1","1","1","1","","","1","1","","","","","","1","","","","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","","1","","","","1","","1","1","1","","","","1","","","1","1","","","1","1","","1","","","","","","","","1","1","","","","1","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
